word,trans
ዝዓይነቶም, zʕaynätom
ብማዕጾ, bmaʕṣo
ጸልማውን, ṣälmawn
ምሕባን, mħban
ኣውረደላ, 'awrädäla
ቐላብትን, Qälabtn
ዘይተጠዐስኩሉ, zäytäTäʕäskulu
ኣሒራማውያን, 'aħiramawyan
ክንሰርሓሉ, knsärħalu
ዜሰምብዱን, zesämbdun
ሓሳረይ, ħasaräy
ገደደት, gädädät
ኪርእዩኻስ, kir'yuKas
ኣዕርቕዮ, 'aʕrQyo
ደብርን, däbrn
ተበታተኸ, täbätatäKä
ከልክሎም, kälklom
ክርእየካስ, kr'yäkas
መሓዝኤን, mäħaz'en
ዘርአዮም, zär'äyom
ደሪኹ, däriKu
ዝሐደረ, zħädärä
ደግታት, dägtat
ኣይኹነልካ, 'ayKunälka
ከተፍቅሩ, kätäfqru
ኣይፈለጥኩምን, 'ayfäläTkumn
አቐመጦ, 'äQämäTo
ዘፍቀርካኒ, zäfqärkani
ዝደርበዮ, zdärbäyo
ወቒዖምንስ, wäQiʕomns
ተፈንጠርካ, täfänTärka
ብውርደቱ, bwrdätu
ነይሩናስ, näyrunas
ኣይከተብሎምን, 'aykätäblomn
ኣገልጊልና, 'agälgilna
ዚሳገሮ, zisagäro
ተስቲ, tästi
መሓውሩን, mäħawrun
ዝሀነጻ, zhänäṣa
ዚልምኑን, zilmnun
ከረጺትካ, käräṣitka
ሐሊፋስ, ħälifas
ዝሞተኒ, zmotäni
ሰሓቕኩም, säħaQkum
ኣይበድበደን, 'aybädbädän
ዘርጋሕካዮ, zärgaħkayo
የሕልፉና, yäħlfuna
ኣይዀነሎም, 'aykʷänälom
ቘጸረ, Qʷäṣärä
ንኤሎት, n'elot
ንምስጋናኡ, nmsgana'u
ሓሸክር, ħašäkr
ዕድመን, ʕdmän
ትጅምር, tǧmr
ንጽንሃታትን, nṣnhatatn
እቱም, 'tum
ነቦኻን, näboKan
ኣይትዋግኣዮም, 'aytwag'ayom
ይሆሓናን, yhoħanan
ኣመልከትዎም, 'amälkätwom
ኪርሕቀልኪ, kirħqälki
ልማዶም, lmadom
ዘይተቐጻዕኩምለይ, zäytäQäṣaʕkumläy
ጸፎንያስን, ṣäfonyasn
ዝፈድዮስ, zfädyos
ዚከኣለኒዶ, zikä'alänido
ሻምብቶ, šambto
ዚነኽሱ, zinäKsu
ኣርቂቖም, 'arqiQom
ነደቕክዎ, nädäQkwo
መሊጠ, mäliTä
ጃህርኣ, ǧahr'a
ኣይኪምቀሉን, 'aykimqälun
ጨኳኒ, Čäkʷani
ይሰልጠሎም, ysälTälom
እኽደኖ, 'Kdäno
ክተዕቍበካ, ktäʕqʷbäka
ንኣታቶምሲ, n'atatomsi
ጣኦተይ, Ta'otäy
ተዋሕጡ, täwaħTu
ዘይጐድላ, zäygʷädla
ኣይተሰወረካን, 'aytäsäwäräkan
ኺሰምዑኻ, KisämʕuKa
ኬኽብረካ, keKbräka
ክቐትላ, kQätla
እናረኣዮ, 'narä'ayo
ገበላኣን, gäbäla'an
ሊባኖስዶ, libanosdo
ሔልኣ, ħel'a
ተንብብ, tänbb
ቕውዒ, Qwʕi
ንሓበን, nħabän
ኣዋርዶ, 'awardo
ኣጻውደለይ, 'aṣawdäläy
እስራእል, 'sra'l
ኣቃለለን, 'aqalälän
ንሚሳኤልን, nmisa'eln
ውሒጥዋስ, wħiTwas
ራካል, rakal
በብታራኦም, bäbtara'om
ብጸጋሙን, bṣägamun
ኤግላይም, 'eglaym
ሐደግኪ, ħädägki
ተኣምራቱኸ, tä'amratuKä
ኣባናኸስ, 'abanaKäs
ይዝምቢ, yzmbi
ቤጣሕን, beTaħn
ዜጸግዓሉ, zeṣägʕalu
ኣሽክናዝን, 'ašknazn
ንምላድ, nmlad
ሐልያቶ, ħälyato
ኣቖረጽክዎ, 'aQoräṣkwo
ዚዐጥና, ziʕäTna
ዝኣትዎ, z'atwo
ተቐበርኩም, täQäbärkum
ይወፍር, ywäfr
ይሰግደሉ, ysägdälu
እተፈጸመት, 'täfäṣämät
ይፍረደኒ, yfrädäni
እተእውዪ, 'tä'wyi
ይነድፎ, ynädfo
ምዕራይ, mʕray
ጽዒንዋ, ṣʕinwa
ውደቑና, wdäQuna
ዚዀነሎም, zikʷänälom
ሺብዓ, šibʕa
ተገሊጽሉ, tägäliṣlu
ንኦኖን, n'onon
ዝሰምዕዎን, zsämʕwon
ኪኾኑና, kiKonuna
ኣቕኒዕና, 'aQniʕna
እትዓርብ, 'tʕarb
ጾረይውን, ṣoräywn
ዝለኸየቶ, zläKäyäto
እትርስዕዎ, 'trsʕwo
ይለዐሎ, yläʕälo
ምስገበረልኩም, msgäbärälkum
እወድቕ, 'wädQ
እናወስኽኩም, 'nawäsKkum
መስዋቲ, mäswati
ኣስኣሰርናን, 'as'asärnan
ሓካልያ, ħakalya
ንዂርዓት, nkʷirʕat
ዝግስጸካ, zgsṣäka
ኽትወሐጡ, KtwäħäTu
ኪስለፉ, kisläfu
ተራእየና, tära'yäna
ዘይርኤስ, zäyr'es
ኣምት, 'amt
ንሓሳባተይ, nħasabatäy
መቐመጥታውን, mäQämäTtawn
ሚካን, mikan
ኣይተጓዕዙን, 'aytägʷaʕzun
ኺረግጾ, Kirägṣo
ሚትናዊ, mitnawi
ሕቜኹም, ħQʷeKum
ክዝርግሓሉ, kzrgħalu
ተሰጐጕኩ, täsägʷägʷku
ሓዊኸ, ħawiKä
ሕስምቲ, ħsmti
ዝጸርፎ, zṣärfo
ሰዲድና, sädidna
ፈደየሉ, fädäyälu
ምስትትዖ, msttʕo
ኸተምንዝሪ, Kätämnzri
ንኤልጳዓልን, n'elPaʕaln
ኽንቈርስ, Knqʷärs
ጽርኣዊት, ṣr'awit
ጐደጒዶም, gʷädägʷidom
ኣይህቡን, 'ayhbun
ኼርሕቕዎ, KerħQwo
መዕቀሊ, mäʕqäli
ዝአተውን, z'ätäwn
ረዳኢተይ, räda'itäy
ኣማምን, 'amamn
ኣይተሳግረና, 'aytäsagräna
ቊጻር, qʷiṣar
እቑኡ, 'Qu'u
ኪቐትሉናን, kiQätlunan
ብቕንእን, bQn'n
ቀደዱኒ, qädäduni
ክንቅንጠጥ, knqnTäT
ሓዲጎምዎ, ħadigomwo
ዝኸረን, zKärän
ኽትሰግዱሎም, Ktsägdulom
ንመሰውኢታት, nmäsäw'itat
ከይትገብር, käytgäbr
መንግስትታን, mängsttan
ኣይብይኑሉን, 'aybynulun
ዓባይካ, ʕabayka
ዝኣመነ, z'amänä
ንመኣዛ, nmä'aza
ካራውያንን, karawyann
ዜቝመና, zeQʷmäna
ኸስቲ, Kästi
ከይቀትሎ, käyqätlo
ኸባድሞም, Käbadmom
ቐባእኩኻ, Qäba'kuKa
ዒላይ, ʕilay
ዘይነብሩላ, zäynäbrula
ምጽናሕ, mṣnaħ
ዚህልወኩም, zihlwäkum
ኰላሊቶም, kʷälalitom
ኽንምህለል, Knmhläl
ዚጽልምቱላ, ziṣlmtula
ንቡቂ, nbuqi
ብብሩሮም, bbrurom
ይሐብእ, yħäb'
ኪገልጸሉ, kigälṣälu
ዚግባእን, zigba'n
ትለምን, tlämn
ዓምራም, ʕamram
መላእክዎ, mäla'kwo
ዝሰረትኩሉ, zsärätkulu
ተባዕታይና, täbaʕtayna
ተጠዐስ, täTäʕäs
እህበን, 'hbän
እተመባጽዖ, 'tämäbaṣʕo
ይወጸሎም, ywäṣälom
ተቛየቑ, täQʷayäQu
ፍቑራት, fQurat
ዝቐደሰልና, zQädäsälna
ክዋግኦም, kwag'om
ቀጽዖ, qäṣʕo
ተጽሒፋዶ, täṣħifado
ቐዳማይሲ, Qädamaysi
ፈሌኻዮ, fäleKayo
ኢዔዘራውያን, 'iʕezärawyan
እተጻባጸብክዋ, 'täṣabaṣäbkwa
ኣጽኒዔዶ, 'aṣniʕedo
ቐቲልዎም, Qätilwom
ተዋረድናን, täwarädnan
ኰረቢትንሲ, kʷäräbitnsi
ዚጥንቀቕሲ, ziTnqäQsi
ከውርደለን, käwrdälän
ካባካትኩም, kabakatkum
እተዐሽውዎ, 'täʕäšwwo
ዝገበሩን, zgäbärun
ጐርጐርካ, gʷärgʷärka
ዘይሐልፋን, zäyħälfan
ዚሰቲውን, zisätiwn
ይዓሲኤል, yʕasi'el
ኣይቅኑዕን, 'ayqnuʕn
ኪፍውሶምን, kifwsomn
ይጐድሉ, ygʷädlu
መዝሒቕኩም, mäzħiQkum
ደቂስዋ, däqiswa
ሙዛልን, muzaln
ዘይጸገበ, zäyṣägäbä
ዚትርጕም, zitrgʷm
ንደቀይ, ndäqäy
እናኣሰማማዕና, 'na'asämamaʕna
ኣይተሐለልክን, 'aytäħälälkn
ይብሎውን, yblown
ለኣኸንኤልናታን, lä'aKän'elnatan
ኽንለዓል, Knläʕal
ዝሐበርካ, zħäbärka
ተበጀውኒዶ, täbäǧäwnido
እትቋመቶ, 'tqʷamäto
ንዳዕሮኦም, ndaʕro'om
ተዳልዎ, tädalwo
ንምእዋጅ, nm'waǧ
ላኦለይቲ, la'oläyti
በጽሔ13, bäṣħe13
ንመከራኻ, nmäkäraKa
ኣጽንዖ13, 'aṣnʕo13
መኣድኹም, mä'adKum
ዝሐሎኻዮ, zħäloKayo
ምድር, mdr
ተጠረሰ, täTäräsä
ይብህርር, ybhrr
ንምልክትን, nmlktn
ኣይትንክዮን, 'aytnkyon
ንምዕናው, nmʕnaw
ጊሽጳን, gišPan
ዝቐተሎምውን, zQätälomwn
ኣይጸበናን, 'ayṣäbänan
ዘይተኻእሎም, zäytäKa'lom
እተጋደሙ, 'tägadämu
ዝዝርግሖ, zzrgħo
ምዕዛብ, mʕzab
ዚዀነኪ, zikʷänäki
ዮስያድ, yosyad
ተኸፊተን, täKäfitän
ኣይክትሕጐስን, 'ayktħgʷäsn
ምዝዋሩ, mzwaru
መሓዙትካን, mäħazutkan
ንአምላኸይ, n'ämlaKäy
ሽድሽተን, šdštän
ዚኽብክቦ, ziKbkbo
ንኽኑኽ, nKnuK
ክርስቶስከ, krstoskä
ክንዋግኦስ, knwag'os
ዝመኸረሉ, zmäKärälu
ኣፍኣዊ, 'af'awi
ንጽድቂዶ, nṣdqido
የጣቕዑ, yäTaQʕu
ወርሓን, wärħan
ንዝጠፍኤ, nzTäf'e
መስዋእስትኻ, mäswa'stKa
ኵልዒ, kʷlʕi
ኼርክስዋ, Kerkswa
ናይዞም, nayzom
ንማልኪያ, nmalkiya
ሰለሰተን, säläsätän
ጲሮስ, Piros
እንግረይ, 'ngräy
ዚምርኰስ, zimrkʷäs
ሔርሞንን, ħermonn
ንምስፋይ, nmsfay
ከመስክረሎም, kämäskrälom
የቅርብ, yäqrb
ስተዩን, stäyun
ማይዶ, maydo
ይምሽምሹ, ymšmšu
ኣፍቀርኩኺ, 'afqärkuKi
ዑዚያን, ʕuziyan
ነንብዕራይ, nänbʕray
እግዚአብሄርን, 'gzi'äbhern
ኣበሰርዎ, 'abäsärwo
ኣዳለኹ, 'adaläKu
ጴጥሮስውን, PeTroswn
ይነግርዎ, ynägrwo
ጠላም, Tälam
እተቐደሱለይ, 'täQädäsuläy
ዝወለድክዎም, zwälädkwom
ሰሎሜውን, sälomewn
ኣይትኺዲ, 'aytKidi
ዳሪክን, darikn
ዘለለ, zälälä
ዅርባታትን, kʷrbatatn
ኸይሐደገውን, Käyħädägäwn
ምንህንህ, mnhnh
ዝነገድካዮ, znägädkayo
በተንክዎም, bätänkwom
ኣይኪምንቈሱን, 'aykimnqʷäsun
ያህጻ, yahṣa
ኣልዚቡ, 'alzibu
ትደፍእ, tdäf'
ኺሕለዉ, Kiħläwu
ኤልያቂምን, 'elyaqimn
ኣልዒለስ, 'alʕiläs
ዂሎምንሲ, kʷilomnsi
ንሃረርታ, nharärta
ንዜፍቅርዎ, nzefqrwo
ኺምግቡኻ, KimgbuKa
ኼድሕኑና, Kedħnuna
ድቃሰይ, dqasäy
ርእየናኦ, r'yäna'o
ተጸውግ, täṣäwg
ከይበሉውን, käybäluwn
ኸደኖም, Kädänom
ያዱዓ, yaduʕa
ጠመትዎም, Tämätwom
ኣምልኾኦም, 'amlKo'om
ትዕቢቱ, tʕbitu
አቶኹም, 'ätoKum
መራሕቲኹም, märaħtiKum
ኣየጥሕለኒ, 'ayäTħläni
ኣምሒሉኒ, 'amħiluni
ኒምሪም, nimrim
ንህዱማትውን, nhdumatwn
ዘይረኸቡሉ, zäyräKäbulu
ስደዳ31, sdäda31
ጐደለቶ, gʷädäläto
ኪኸልኣ, kiKäl'a
መገድታትካውን, mägädtatkawn
ኣጽኒዕካዮ, 'aṣniʕkayo
ተሐሪሙ, täħärimu
ንሻሌፍን, nšalefn
እትስራሓሉ, 'tsraħalu
ድደሕረይ, ddäħräy
ብሴጉብ, bsegub
ንምጽዋዕን, nmṣwaʕn
ኣብዛሕካዮም, 'abzaħkayom
ንደቀይን, ndäqäyn
ጊዜኺ, gizeKi
ኣይትተዐገት, 'ayttäʕägät
እሰሩ, 'säru
ዘተስፈኩምዎ, zätäsfäkumwo
ምስትንታነይ, mstntanäy
ንርእስኻትኩምን, nr'sKatkumn
ኽንጸድቕሲ, KnṣädQsi
ያዱዓን, yaduʕan
ጎቦታትን, gobotatn
ዝሐደግኩኻ, zħädägkuKa
ዘይተጸርገ, zäytäṣärgä
አብል, 'äbl
ኸልዉ, Kälwu
ከወልኩልኪ, käwälkulki
ሜዶናውያን, medonawyan
ብምሕዳገይ, bmħdagäy
ዝዛረብን, zzaräbn
ዚዓብውን, ziʕabwn
ዚምላእ, zimla'
ንኤልኣዛር, n'el'azar
ኽሓባብሎ, Kħabablo
እንጥሾ, 'nTšo
ዜሰምብዶ, zesämbdo
ክትምቀሉውን, ktmqäluwn
ንዚሐድግ, nziħädg
ክኽውላ, kKwla
በስናነይ, bäsnanäy
ብድሕሪኣን, bdħri'an
ምፈተወ, mfätäwä
ኽትሕሉ, Ktħlu
መነዓብን, mänäʕabn
ፈተውትኽን, fätäwtKn
ኣይተበአሱን, 'aytäbä'äsun
ተስልጥ, täslT
በመብል, bämäbl
ምልካይ, mlkay
ከልከሎም, kälkälom
ኣጋባጊቡለይ, 'agabagibuläy
ክዳውንትኹምውን, kdawntKumwn
እተዀዐትኩምላ, 'täkʷäʕätkumla
ዝቤቶም, zbetom
ከተሐጕሱ, kätäħägʷsu
እትኽውል, 'tKwl
የጣቕዑሉ, yäTaQʕulu
ወደረኛ, wädäräña
ከዝንመላ, käznmäla
ኽዐወሎም, Kʕäwälom
ጸገነንውን, ṣägänänwn
ብዙሓትሲ, bzuħatsi
ዘመድናዶ, zämädnado
ብጻይኪ, bṣayki
ቀለዮጳ, qäläyoPa
ኽልእከሎም, Kl'kälom
ኣይረኸቡንን, 'ayräKäbunn
እተጻረረ, 'täṣarärä
ወቓዕን, wäQaʕn
ኣይገብረናን, 'aygäbränan
ኣይትውሰዳ, 'aytwsäda
ጸረየልካ, ṣäräyälka
ዘይንበቦ, zäynbäbo
ሳንቀይ, sanqäy
ዚጸልኡኹም, ziṣäl'uKum
ዪብነያ, yibnäya
ዘይንጠምየላ, zäynTämyäla
ፊስጳን, fisPan
ኽትምለስውን, Ktmläswn
ኽንብላ, Knbla
ሃዋውያንውን, hawawyanwn
ጸበበኩም, ṣäbäbäkum
ኣይትሐልዉ, 'aytħälwu
ጋድከኣራሞትናይጊልኣድንደቂምናሴድማጎላንኣብባሳን44, gadkä'aramotnaygil'adndäqimnasedmagolan'abbasan44
ኣይትናደድ, 'aytnadäd
ተመስኪሩሎም, tämäskirulom
ምዕጣን, mʕTan
ጽብሪ, ṣbri
ይበልዖም, ybälʕom
ዘትረፍኩምዎም, zäträfkumwom
ይምሐለለይ, ymħäläläy
ቐቲልኩምሲ, Qätilkumsi
ከዀርየኩም, käkʷäryäkum
ቐረበሎም, Qäräbälom
ክሰግደሉ, ksägdälu
ብዝርኤኻዮን, bzr'eKayon
ይምግበን, ymgbän
ቅናውትኹም, qnawtKum
ኣሰልጥን, 'asälTn
ንምብጻእ, nmbṣa'
ኣማህመነኒ, 'amahmänäni
ይኣምኑን, y'amnun
ሰባበሩ, säbabäru
ኣደልድሎ, 'adäldlo
ብርከይ, brkäy
ከተርክሶን, kätärkson
ብቕሉዕ, bQluʕ
ብስምዕዛ, bsmʕza
ሶዲ11, sodi11
ኣእዋሞን, 'a'wamon
ኪዝርግሕ, kizrgħ
ኣስብሔ, 'asbħe
ንዖቤድኤዶምን, nʕobed'edomn
ኣፍርሃኒ, 'afrhani
ንበደለይውን, nbädäläywn
ዀነኖ, kʷänäno
ኽሕልወካን, Kħlwäkan
ይሃድኖ, yhadno
ደንቆሮ, dänqoro
ኪኾነልኪ, kiKonälki
ምትሕልላፎም, mtħllafom
ርእሰይሲ, r'säysi
ከይገብርውን, käygäbrwn
ኣይኪዝክረንን, 'aykizkränn
ኣይትራኸብ, 'aytraKäb
ኣጽሕዱን, 'aṣħdun
ማሰነ, masänä
መቐሬቱ, mäQäretu
ድንጋጹ, dngaṣu
ዘውደቖ, zäwdäQo
ኣይኪምሕሮምን, 'aykimħromn
ወድኽን, wädKn
ኸነዋርድ, Känäward
ንጴጥሮስውን, nPeTroswn
ብብዙሕውን, bbzuħwn
ይኸብዋ, yKäbwa
ኹሉስ, Kulus
ብኣንጻር, b'anṣar
ተቐበለቶም, täQäbälätom
ቐተልቲ, Qätälti
ትሐሉ, tħälu
እበዮ, 'bäyo
ዘድሀዩ, zädhäyu
ኸይትበልዑ, Käytbälʕu
ክትብኣሱ, ktb'asu
ኣክአብ, 'ak'äb
ተጽርዩ, täṣryu
ዘቕረብካዮን, zäQräbkayon
ዝመልሰለን, zmälsälän
ኤፌርን, 'efern
ትሽበሩ, tšbäru
ዘውረድኩላ, zäwrädkula
ኣይትሕፈር, 'aytħfär
ኼዋጣውጦ, KewaTawTo
የፍሪኻን, yäfriKan
ዝርኡ, zr'u
ዚመጽእስ, zimäṣ's
ጊሎን, gilon
ጸቦዒም, ṣäboʕim
መልኣሉ, mäl'alu
ነእማንክን, nä'mankn
ተጻናጸንተይ, täṣanaṣäntäy
ሾምንተ, šomntä
ኣንጽሄ, 'anṣhe
ተጓነፎም, tägʷanäfom
ዝጠመቱ, zTämätu
ዚፍሮን, zifron
ተርፋ, tärfa
ሕቝፉ, ħQʷfu
ነእምሮኛታት, nä'mroñatat
ዝፈርደላ, zfärdäla
ኤልጻፋንን, 'elṣafann
ዚህደን, zihdän
ዘጥሬኻዮ, zäTreKayo
ኽስውኣልካ, Ksw'alka
ኸይዐብዩ, Käyʕäbyu
ደለየንን, däläyänn
ኣይትንሐፎ, 'aytnħäfo
ክሐድር, kħädr
በርተሎሚዎስን, bärtälomiwosn
ዘጸልመተ, zäṣälmätä
ኢኮንያስ, 'ikonyas
ንምንቃሎም, nmnqalom
ስሉኽ, sluK
ክትብለለይ, ktbläläy
እትዐዪ, 'tʕäyi
መዓልታትት, mäʕaltatt
ዚዝዛረብዎ, zizzaräbwo
ፈንፈነት, fänfänät
ኣጻዕደዉ, 'aṣaʕdäwu
ኪምንጥለኪ, kimnTläki
ተዋረድኪ, täwarädki
መንፈስዶ, mänfäsdo
ንፈራዶኺ, nfäradoKi
ንጃልባ, nǧalba
ቀተልካዮ, qätälkayo
ምዃንኩምን, mkʷankumn
ኣሳናብተኒ, 'asanabtäni
ንምስለኔኻ, nmsläneKa
ኣቃውማ, 'aqawma
ቁርባኑ, qurbanu
ብሪዓውያን, briʕawyan
ናፍቖትኩምን, nafQotkumn
ዚገብሩላ, zigäbrula
ንምንጋጋኡኸ, nmngaga'uKä
ነበረል, näbäräl
ምስትውዓልሲ, mstwʕalsi
ዘሎዎ, zälowo
ድንኳንኪ, dnkʷanki
በሊያል, bäliyal
ዓሪባ, ʕariba
ዘይትሐስብዮንሲ, zäytħäsbyonsi
ሰኸርቲውን, säKärtiwn
በደልካስ, bädälkas
የንጽፎ, yänṣfo
ዜብኩረላ, zebkuräla
ጸሚእካስ, ṣämi'kas
ሺልሂ, šilhi
ኬላግቦ, kelagbo
ጠሚትዎስ, Tämitwos
ስፍሒ, sfħi
እምህር, 'mhr
ኣይኣመንኩምዎን, 'ay'amänkumwon
ዝዘርኣለን, zzär'alän
ዘይነበሮስ, zäynäbäros
ንብረቱ, nbrätu
ብስሳን, bssan
ሰምዓና, sämʕana
የሕውየኪ, yäħwyäki
ከተፍርስን, kätäfrsn
ኣእዋምካን, 'a'wamkan
ኸተማታታ, Kätämatata
ሐየልካኒ, ħäyälkani
ኣዳሎኻሎም, 'adaloKalom
ደርቤኹኻ, därbeKuKa
ዚማሳሰለኒ, zimasasäläni
ኣእዋማ, 'a'wama
ዝመጸስ, zmäṣäs
ንዘውዲ, nzäwdi
ዜንብቦ, zenbbo
ምግባርካን, mgbarkan
ኣነየውን, 'anäyäwn
ተሪፍዋ, tärifwa
ንኪሻንሪሻታይም, nkišanrišataym
ዝሐድሮ, zħädro
ንምሒር, nmħir
ተሰሚዔን, täsämiʕen
ንሰማርያዶ, nsämaryado
ዝአቶኹ, z'ätoKu
ኽሳእ, Ksa'
ኣእጋሮምሲ, 'a'garomsi
ነጺገሉ, näṣigälu
ኪቕደድ, kiQdäd
በለሶምን, bäläsomn
ሰበይተይስ, säbäytäys
ኸይትጸግብ, Käytṣägb
ኲኑ, kʷinu
ኣውጽኣትላ, 'awṣ'atla
ዝሱሮም, zsurom
ከይትርእያ, käytr'ya
ዓክዓካሪቶኡን, ʕakʕakarito'un
ዚገብሩሉን, zigäbrulun
ንሮቤልን, nrobeln
ዚኣምንን, zi'amnn
ዝኣወጅካዮ, z'awäǧkayo
ዝደልን, zdäln
ይባልህካ, ybalhka
እንተረሳዕካ, 'ntäräsaʕka
ሕሩያትካ, ħruyatka
የስፍሖም, yäsfħom
ኪዕድሎ, kiʕdlo
ይረስኑ, yräsnu
ክትረግጽዎም, kträgṣwom
ክትዛረቢ, ktzaräbi
ይበኽዩላን, ybäKyulan
ከተንስኣሎም, kätäns'alom
ይመስላ, ymäsla
ኺስምዑ, Kismʕu
ክትስንጥቕን, ktsnTQn
ምውታንን, mwtann
ተቐብኤ, täQäb'e
ጒህየን, gʷihyän
እናምጽኤ, 'namṣ'e
ምስሌታትን, msletatn
ትዕበዩ, tʕbäyu
ንቄናውያን, nqenawyan
ተነብረት, tänäbrät
ዚሀጕጒ, zihägʷgʷi
ኣይክበልዕን, 'aykbälʕn
ዚበዑ, zibäʕu
ኣየለሌኽዎን, 'ayäläleKwon
የሕፍር, yäħfr
ከይተእትዉ, käytä'twu
እንቋቝሖ, 'nqʷaQʷħo
ዝነገረኩምን, znägäräkumn
ኣይምሕሸናን, 'aymħšänan
ዚብሀላ, zibhäla
ቊረጽ, qʷiräṣ
ኣዝማዳን, 'azmadan
ሳርጎን, sargon
ርግኦ, rg'o
ሸምቦባን, šämboban
ኽገብረካዶ, Kgäbräkado
ኽትራኸብ, KtraKäb
ክትሕባእ, ktħba'
የቕውም, yäQwm
ማእከልውን, ma'kälwn
የናግፍካ, yänagfka
ዚጕህዪን, zigʷhyin
ገባሪ, gäbari
ኬትርፉ, ketrfu
የውጽኣላ, yäwṣ'ala
እትምከሓሉ, 'tmkäħalu
ዓቐብ, ʕaQäb
ኪኰኑኒ, kikʷänuni
ዘምጻእካሉስ, zämṣa'kalus
ይንሀል, ynhäl
ኣዒንትኹምን, 'aʕintKumn
ሓትኖኻ, ħatnoKa
ዚዘልል, zizäll
ጤቤት, Tebet
ትሕጸ, tħṣä
ተዛረቡኻውን, täzaräbuKawn
ንስጋኻ, nsgaKa
እተዛረብክወን, 'täzaräbkwän
ደይብዎ, däybwo
ዘጥፍኤን, zäTf'en
ቕዱሳኑ, Qdusanu
ንዘልዐለ, nzälʕälä
ከይነቕርብ, käynäQrb
ድሕሪዚውን, dħriziwn
ደጋን, dägan
ኣዝዮምውን, 'azyomwn
ንሰይጣንን, nsäyTann
መገድኻን, mägädKan
ምስዋእዶ, mswa'do
ወፊረ, wäfirä
ብምጽኣቱውን, bmṣ'atuwn
ዚዕበየለይ, ziʕbäyäläy
ተረዳኢውን, täräda'iwn
ይንደል, yndäl
ዘሕወየኒ, zäħwäyäni
ፈቲሕካስ, fätiħkas
ብባርያኹም, bbaryaKum
ኸባቢና, Käbabina
ኪፍለዩን, kifläyun
ይኣልሙ, y'almu
እዚኣቲም, 'zi'atim
እትጭንፍርን, 'tČnfrn
ገሹር, gäšur
ኣይተማላእኩን, 'aytämala'kun
ደሌኹምዎ, däleKumwo
ይውቅዕዋ, ywqʕwa
ነንበይኑ, nänbäynu
እተሀንጻ, 'tähänṣa
ታሕተይ, taħtäy
ኣፍሳካውያንን, 'afsakawyann
ዚለግብ, zilägb
መዛን, mäzan
ተኸሉ, täKälu
ምሃቡ, mhabu
ዘርዩ, zäryu
ነበረ27, näbärä27
ኣይምነዐቐንን, 'aymnäʕäQänn
ተዐግተ, täʕägtä
አክቡለይ, 'äkbuläy
ኽትምለሶ, Ktmläso
ኽፍረድ, Kfräd
ኣይሸየጡ, 'ayšäyäTu
ኣሎናስ, 'alonas
እዮም15, 'yom15
ይፈረዱ, yfärädu
ዚነግር35, zinägr35
ዚውፈ, ziwfä
ተገልግሎ, tägälglo
ዝመደቡ, zmädäbu
ሰነቀ, sänäqä
ምለሰኒ, mläsäni
እናዓሸዎ, 'naʕašäwo
ንኔርዮስን, nneryosn
ኤፍሮን, 'efron
ወከፎምውን, wäkäfomwn
ዓረቐኩም, ʕaräQäkum
ንኣራውና, n'arawna
ኣይዐመጽካናን, 'ayʕämäṣkanan
ንኦሆልያብን, n'oholyabn
ሓባእካለይ, ħaba'kaläy
ኣሳትያ, 'asatya
ኣንበየለይን, 'anbäyäläyn
ምባለይን, mbaläyn
ትዀነለይ, tkʷänäläy
ንአንበሳ, n'änbäsa
ሻካር, šakar
ይነኽስኩ, ynäKsku
ከተብርሆንዶ, kätäbrhondo
ንአምኖን, n'ämnon
ንመሓዙቱንውን, nmäħazutunwn
ንሴም, nsem
ኣእቲኹምዋም, 'a'tiKumwam
ዝዀነውን, zkʷänäwn
ሰዐመቶውን, säʕämätown
ዲያቆናትውን, diyaqonatwn
ይጽብጽቦ, yṣbṣbo
የግዝኦም, yägz'om
ኣጸቢቑውን, 'aṣäbiQuwn
ዜብን, zebn
ኣይተቐትለን, 'aytäQätlän
እትስረሓሉ, 'tsräħalu
በሊጻ, bäliṣa
ዚቕላዕ, ziQlaʕ
ንቑሕ, nQuħ
ንየሬድ, nyäred
ቕብኣዮ, Qb'ayo
እትኣትዋን, 't'atwan
ዚጅሀር, ziǧhär
ኪፈትሓዶ, kifätħado
ጶላጥያን, PolaTyan
ገላዉኻኸ, gälawuKaKä
ንመቕብኢ, nmäQb'i
ጫፍን, Čafn
ሙሻውያንን, mušawyann
ከይሐልፍ, käyħälf
ኽትዋግኣ, Ktwag'a
ዝስእነኩም, zs'näkum
ንቴቤጽ, ntebeṣ
ብኣቓሑ, b'aQaħu
ኺንገር, Kingär
ኸይጸንትሲ, Käyṣäntsi
ህዝቅያስዶ, hzqyasdo
ኣጽገብክዎም, 'aṣgäbkwom
ተወስዶ21, täwäsdo21
ተመሊስካውን, tämäliskawn
ዘይነስተውዕሎ, zäynästäwʕlo
እተቐጻዕኩላ, 'täQäṣaʕkula
ይሐርየልና, yħäryälna
እተበስር, 'täbäsr
ኣይኪረኽሱን, 'aykiräKsun
ክብረታውን, kbrätawn
ኣይትስገደሎም, 'aytsgädälom
ላሞምውን, lamomwn
ንሓላቑኦም, nħalaQu'om
ዝይብሉስ, zyblus
በዲላ, bädila
ተሻየጡሎም, täšayäTulom
ዝሐለፍኩም, zħäläfkum
ምንፋሕ, mnfaħ
ንሾኮን, nšokon
ይሕሸካ, yħšäka
