list, Map1
מִן־הַבָּקָר, min־habaqar
כָּל־נֶפֶשׁ, kal־nefeš
שְׂעִיר, sʕiyr
הַחַיִים, haħayiym
תִפְשֶׂה, tifseh
הַמִכְוָה, hamixwah
תְּמִימִם, tmiymim
לְזֶבַח, lzevaħ
לִזְבֹּחַ, lizboħa
וְשָׂרַף, wsaraf
אֹהֶל־מוֹֹעֵד, 'ohel־mwoʕed
הָאַלְיָה, ha'alyah
תִּירָאוּ, tiyra'u
יִזֶה, yizeh
יַזֶה, yazeh
מִזֶרַע, mizeraʕ
חֲמִשָׁה, ħamišah
וְהֵרִים, wheriym
הַכָּבֵד, hakaved
מִן־הַבְּהֵמָה, min־habhemah
וּבָשָׂר, uvasar
וּבְשַׂר, uvsar
סְנַפִּיר, snapiyr
אֱלֹהֵיהֶם, 'eloheyhem
יְגַלֵחַ, ygaleħa
יְגַלַח, ygalaħ
וְהַנוֹֹתֶרֶת, whanwoteret
לְטָהֳרָתוֹֹ, lṭaharatwo
כַּחַטָאת, kaħaṭa't
בְּיַד־מֹשֶׁה, byad־mošeh
לָאָרֶץ, la'aret͡s
גְּאֻלָה, g'ulah
בָהֵן, vahen
בָּהֵן, bahen
בִּשְׁנַת, bišnat
וַיַחְגֹּר, wayaħgor
חַלוֹֹת, ħalwot
יִרְחַץ, yirħat͡s
יִרְחָץ, yirħat͡s
חַיָה, ħayah
יָשׁוּב, yašuv
הָעֵדָה, haʕedah
עַל־פְּנֵי, ʕal־pney
וְנֶפֶשׁ, wnefeš
וְהַנֶפֶשׁ, whanefeš
וִישַׁבְתֶּם, wiyšavtem
וַיֵרָא, wayera'
וְיֵרָא, wyera'
וַיַרְא, wayar'
מִקָדְשֵׁי, miqadšey
תִּשָׂרֵף, tisaref
